Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks
396,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19,2004,0.7,40,38,2,1,0,0,7,1,0,0,0,0,27,0,3
397,Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,14.2,721,605,111,44,7,4,97,10,41,25,10,2,540,5,23
398,Robin Olsen,se SWE,GK,Aston Villa,33,1990,4.5,203,163,40,13,0,0,0,0,0,0,0,0,165,0,0
399,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21,2002,8.7,310,304,6,5,0,0,0,1,0,0,0,0,271,0,1
400,Amadou Onana,be BEL,MF,Everton,21,2001,23.2,1036,1017,10,6,6,14,3,1,0,0,0,0,871,9,10
401,André Onana,cm CMR,GK,Manchester Utd,27,1996,38.0,1521,1277,236,74,1,6,0,0,0,0,0,0,1105,8,2
402,Ryan One,sct SCO,FW,Sheffield Utd,17,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
403,Tyler Onyango,eng ENG,MF,Everton,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,26,1996,4.5,135,97,38,1,0,0,13,37,0,0,0,0,91,0,7
405,Frank Onyeka,ng NGA,MF,Brentford,25,1998,12.9,396,389,6,2,2,0,16,4,0,0,0,0,299,1,13
406,Divock Origi,be BEL,FW,Nott'ham Forest,28,1995,6.7,144,143,1,1,3,0,13,0,0,0,0,0,92,0,10
407,Stefan Ortega,de GER,GK,Manchester City,30,1992,7.1,266,240,26,7,0,0,0,0,0,0,0,0,213,0,1
408,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,28,1994,15.2,608,526,77,8,1,1,47,50,12,10,0,0,448,5,15
409,Gabriel Osho,ng NGA,DF,Luton Town,24,1998,20.5,706,697,8,8,0,1,3,0,0,0,0,0,580,1,3
410,William Osula,dk DEN,FW,Sheffield Utd,19,2003,8.7,93,90,2,0,0,0,2,0,0,0,0,0,49,1,1
411,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,21,2002,13.7,558,473,84,8,2,1,36,73,3,0,0,0,371,1,23
412,David Ozoh,eng ENG,"MF,DF",Crystal Palace,18,2005,1.7,51,51,0,0,0,0,0,0,0,0,0,0,48,0,1
413,João Palhinha,pt POR,MF,Fulham,28,1995,30.0,1333,1272,55,52,6,20,5,1,0,0,0,0,1098,6,29
414,Cole Palmer,eng ENG,"FW,MF",Chelsea,21,2002,29.0,1415,1294,111,23,27,14,81,22,55,24,12,0,1121,10,37
415,Cole Palmer,eng ENG,MF,Manchester City,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
416,Emerson Palmieri,it ITA,DF,West Ham,28,1994,34.9,1745,1459,280,18,2,5,49,256,6,0,5,0,1421,6,57
417,Lucas Paquetá,br BRA,"FW,MF",West Ham,25,1997,29.1,1465,1397,60,20,30,17,35,11,0,0,0,0,1082,8,53
418,Ben Parkinson,eng ENG,FW,Newcastle Utd,18,2005,0.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
419,Thomas Partey,gh GHA,"MF,DF",Arsenal,30,1993,8.8,636,609,24,14,3,3,2,10,0,0,0,0,570,3,3
420,Nathan Patterson,sct SCO,DF,Everton,21,2001,11.2,550,439,110,1,1,1,32,109,0,0,0,0,393,1,13
421,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,20,2002,0.1,10,8,2,0,0,0,1,2,0,0,0,0,6,0,0
422,Sydie Peck,eng ENG,MF,Sheffield Utd,18,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
423,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21,2001,1.9,79,78,0,0,0,0,4,0,0,0,0,0,60,1,5
424,Andreas Pereira,br BRA,MF,Fulham,27,1996,29.0,1295,1035,255,67,14,11,220,7,148,49,74,1,912,5,44
425,Ivan Perišić,hr CRO,FW,Tottenham,34,1989,1.1,76,72,4,1,0,1,13,2,1,1,0,0,53,0,1
426,Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,22.1,806,629,175,26,0,0,0,0,0,0,0,0,635,2,0
427,Kalvin Phillips,eng ENG,MF,West Ham,27,1995,3.4,179,170,7,6,1,1,1,1,0,0,0,0,141,2,2
428,Kalvin Phillips,eng ENG,MF,Manchester City,27,1995,1.0,70,67,3,3,0,0,2,0,0,0,0,0,62,0,1
429,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,21,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
430,Jordan Pickford,eng ENG,GK,Everton,29,1994,38.0,1576,1074,496,223,1,5,0,0,0,0,0,0,986,6,0
431,Ethan Pinnock,jm JAM,DF,Brentford,30,1993,28.0,1432,1374,55,26,0,8,7,24,0,0,0,0,1192,3,13
432,Nick Pope,eng ENG,GK,Newcastle Utd,31,1992,14.9,399,274,125,30,0,0,0,0,0,0,0,0,307,0,0
433,Pedro Porro,es ESP,DF,Tottenham,23,1999,34.3,2369,1907,451,56,14,11,198,295,100,36,36,1,1806,11,68
434,Jarell Quansah,eng ENG,DF,Liverpool,20,2003,13.2,1172,1147,22,16,1,5,0,4,0,0,0,0,1038,3,2
435,Ionuț Radu,ro ROU,GK,Bournemouth,26,1997,2.0,68,54,14,3,0,0,0,0,0,0,0,0,56,0,0
436,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,20,2002,1.5,50,50,0,0,0,0,3,0,0,0,0,0,37,0,2
437,Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,6.0,188,153,35,16,0,0,0,0,0,0,0,0,131,0,2
438,Aaron Ramsey,eng ENG,"MF,FW",Burnley,20,2003,5.9,151,141,9,1,1,0,2,2,0,0,0,0,118,1,9
439,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,22,2001,9.5,322,310,12,1,3,0,11,1,10,3,0,0,257,0,9
440,Marcus Rashford,eng ENG,FW,Manchester Utd,25,1997,25.2,742,708,26,0,6,4,35,16,3,0,0,0,559,8,18
441,David Raya,es ESP,GK,Arsenal,27,1995,32.0,1068,898,167,71,0,1,0,0,0,0,0,0,800,3,2
442,Tim Ream,us USA,DF,Fulham,35,1987,16.7,1060,1010,49,19,0,8,1,0,0,0,0,0,944,1,9
443,Nathan Redmond,eng ENG,"FW,MF",Burnley,29,1994,1.6,73,71,0,0,0,1,3,0,0,0,0,0,48,2,1
444,Harrison Reed,eng ENG,MF,Fulham,28,1995,14.7,748,702,46,23,2,0,19,7,5,2,3,0,627,0,24
445,Sergio Reguilón,es ESP,DF,Manchester Utd,26,1996,4.6,314,252,60,5,0,1,29,49,6,1,4,0,244,2,7
446,Sergio Reguilón,es ESP,DF,Brentford,26,1996,12.4,522,428,91,29,1,1,72,35,27,8,11,0,351,3,19
447,Bobby Reid,jm JAM,FW,Fulham,30,1993,15.8,487,474,12,2,2,1,35,9,1,0,0,0,364,1,16
448,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,20,2002,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3
449,Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,18,2005,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
450,Declan Rice,eng ENG,MF,Arsenal,24,1999,35.8,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26
451,Chris Richards,us USA,"DF,MF",Crystal Palace,23,2000,23.3,942,902,37,18,1,5,1,14,0,0,0,0,778,3,15
452,Richarlison,br BRA,FW,Tottenham,26,1997,16.6,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25
453,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,26,1996,2.6,113,104,7,5,0,0,3,0,2,1,0,1,87,2,3
454,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33,1989,1.4,93,91,2,0,0,0,7,0,2,1,0,0,70,0,3
455,Connor Roberts,wls WAL,DF,Burnley,27,1995,9.1,495,406,87,13,0,2,10,74,0,0,0,0,395,2,9
456,Andrew Robertson,sct SCO,DF,Liverpool,29,1994,18.8,1547,1297,240,41,0,7,184,109,90,34,53,0,1248,10,29
457,Antonee Robinson,us USA,DF,Fulham,25,1997,36.3,2054,1736,314,25,1,11,132,289,0,0,0,0,1514,4,68
458,Jack Robinson,eng ENG,DF,Sheffield Utd,29,1993,32.1,1254,1044,205,32,1,7,12,173,0,0,0,0,894,5,21
459,Rodri,es ESP,MF,Manchester City,27,1996,32.6,3656,3572,79,69,15,36,12,6,3,0,0,0,3365,5,22
460,Jay Rodriguez,eng ENG,FW,Burnley,34,1989,9.1,216,216,0,0,1,4,1,0,0,0,0,0,142,0,4
461,Mads Roerslev,dk DEN,DF,Brentford,24,1999,22.1,742,664,74,3,1,3,62,71,0,0,0,0,496,4,29
462,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21,2002,7.1,195,182,10,0,2,2,2,2,0,0,0,0,147,3,7
463,Cristian Romero,ar ARG,DF,Tottenham,25,1998,31.0,2606,2456,147,123,6,4,3,14,0,0,0,0,2390,3,24
464,Joe Rothwell,eng ENG,MF,Bournemouth,28,1995,4.3,216,194,20,11,0,1,12,0,8,6,0,1,179,2,3
465,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30,1993,12.2,364,338,24,7,0,7,11,8,2,0,0,0,268,2,13
466,José Sá,pt POR,GK,Wolves,30,1993,33.7,1097,771,323,70,0,1,0,0,0,0,0,0,720,3,1
467,Dominic Sadi,eng ENG,FW,Bournemouth,19,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Bukayo Saka,eng ENG,FW,Arsenal,21,2001,32.4,1512,1365,138,7,4,3,181,12,119,99,0,0,1143,9,50
469,Mohamed Salah,eg EGY,FW,Liverpool,31,1992,28.2,1010,968,28,4,18,3,41,20,0,0,0,0,737,14,42
470,William Saliba,fr FRA,DF,Arsenal,22,2001,38.0,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11
471,Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,14.5,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3
472,Davinson Sánchez,co COL,DF,Tottenham,27,1996,0.9,75,73,2,1,0,0,0,1,0,0,0,0,68,0,0
473,Robert Sánchez,es ESP,GK,Chelsea,25,1997,15.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0
474,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23,2000,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0
475,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,25,1997,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16
476,Andrey Santos,br BRA,MF,Nott'ham Forest,19,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
477,Pablo Sarabia,es ESP,"MF,FW",Wolves,31,1992,19.4,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44
478,Dane Scarlett,eng ENG,FW,Tottenham,19,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
479,Kevin Schade,de GER,"FW,MF",Brentford,21,2001,3.7,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4
480,Fabian Schär,ch SUI,DF,Newcastle Utd,31,1991,33.9,2128,2044,76,67,6,41,8,6,0,0,0,0,1762,8,15
481,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,30,1992,15.0,334,329,4,2,0,0,10,0,0,0,0,0,247,1,10
482,Alex Scott,eng ENG,MF,Bournemouth,19,2003,11.3,474,429,43,10,2,4,36,4,26,22,1,0,361,2,10
483,Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,16.0,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0
484,Nélson Semedo,pt POR,"DF,MF",Wolves,29,1993,34.3,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42
485,Antoine Semenyo,gh GHA,FW,Bournemouth,23,2000,23.4,647,632,11,0,5,3,45,11,0,0,0,0,452,4,26
486,Marcos Senesi,ar ARG,DF,Bournemouth,26,1997,24.9,1297,1244,47,40,4,6,25,7,0,0,0,0,1005,6,17
487,Luke Shaw,eng ENG,DF,Manchester Utd,28,1995,10.7,648,540,106,17,2,3,33,62,19,3,12,0,531,2,10
488,James Shea,eng ENG,GK,Luton Town,32,1991,0.2,9,5,4,1,0,0,0,0,0,0,0,0,6,0,0
489,Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,28.6,1936,1831,99,40,2,7,83,23,21,10,0,0,1671,6,37
490,Fábio Silva,pt POR,FW,Wolves,21,2002,2.9,76,72,4,1,1,0,0,1,0,0,0,0,61,0,0
491,Thiago Silva,br BRA,DF,Chelsea,38,1984,28.1,2287,2198,88,60,0,9,4,3,0,0,0,0,2166,1,6
492,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24,1999,7.8,292,292,0,0,1,5,11,0,0,0,0,0,226,0,16
493,Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,7.9,383,366,16,8,1,0,1,8,0,0,0,0,351,1,2
494,Adam Smith,eng ENG,DF,Bournemouth,32,1991,23.9,1025,793,229,14,3,1,39,215,0,0,0,0,782,3,26
495,Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,3.9,213,207,6,3,0,1,1,1,1,0,0,0,188,0,2
496,Cédric Soares,pt POR,DF,Arsenal,31,1991,0.7,69,61,8,2,0,0,4,6,0,0,0,0,60,0,1
497,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,36.9,544,485,58,0,1,1,6,4,0,0,0,0,400,1,30
498,Manor Solomon,il ISR,FW,Tottenham,24,1999,2.2,90,90,0,0,1,0,5,0,0,0,0,0,78,0,1
499,Tomáš Souček,cz CZE,MF,West Ham,28,1995,31.9,962,949,7,2,2,9,6,3,0,0,0,0,722,6,27
500,Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,29.6,994,978,13,10,0,8,10,2,0,0,0,0,790,3,30
501,Jason Steele,eng ENG,GK,Brighton,32,1990,17.0,673,607,64,10,0,1,0,0,0,0,0,0,570,2,0
502,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28,1994,22.0,728,716,7,0,11,1,59,6,0,0,0,0,538,5,34
503,John Stones,eng ENG,"DF,MF",Manchester City,29,1994,11.8,839,824,15,9,0,7,5,3,0,0,0,0,781,0,6
504,Thomas Strakosha,al ALB,GK,Brentford,28,1995,1.5,71,45,26,11,0,0,0,0,0,0,0,0,52,0,0
505,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,23.4,1550,1376,167,34,3,16,113,31,66,24,28,2,1280,7,24
506,Matt Targett,eng ENG,DF,Newcastle Utd,27,1995,0.9,41,38,3,0,0,0,0,3,0,0,0,0,36,0,1
507,James Tarkowski,eng ENG,DF,Everton,30,1992,38.0,1550,1485,52,45,1,22,6,6,0,0,0,0,1195,13,10
508,Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Nuno Tavares,pt POR,DF,Nott'ham Forest,23,2000,5.1,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7
510,Marcus Tavernier,eng ENG,FW,Bournemouth,24,1999,23.5,920,790,121,25,3,8,116,35,59,45,2,1,658,9,27
511,Charlie Taylor,eng ENG,DF,Burnley,29,1993,25.9,1312,1099,206,14,0,7,71,192,0,0,0,0,995,7,28
512,Kenny Tete,nl NED,DF,Fulham,27,1995,9.6,523,438,84,7,1,0,23,77,0,0,0,0,418,1,13
513,Luke Thomas,eng ENG,DF,Sheffield Utd,22,2001,10.2,319,287,32,1,0,0,13,31,0,0,0,0,234,0,14
514,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,18.0,949,891,54,14,17,3,31,7,18,12,3,0,789,4,21
515,Jurriën Timber,nl NED,DF,Arsenal,22,2001,0.8,74,67,7,1,0,1,1,6,0,0,0,0,66,0,2
516,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27,1995,16.2,590,465,125,15,0,0,47,97,13,11,1,0,424,0,15
517,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,12.8,697,615,80,7,2,2,14,73,0,0,0,0,574,2,11
518,James Tomkins,eng ENG,DF,Crystal Palace,34,1989,0.1,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0
519,Sandro Tonali,it ITA,MF,Newcastle Utd,23,2000,4.9,280,276,4,0,0,5,11,2,2,0,2,0,241,0,3
520,Ivan Toney,eng ENG,FW,Brentford,27,1996,16.1,426,395,23,8,5,0,22,8,2,0,0,0,228,8,22
521,Pau Torres,es ESP,DF,Aston Villa,26,1997,27.4,1788,1663,120,79,1,26,8,5,0,0,0,0,1562,5,9
522,Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,13.4,432,402,28,4,1,10,74,7,8,7,0,0,304,2,22
523,James Trafford,eng ENG,GK,Burnley,20,2002,28.0,1541,1203,327,129,1,5,0,0,0,0,0,0,1009,11,5
524,Adama Traoré,es ESP,"FW,MF",Fulham,27,1996,4.2,139,137,2,0,0,1,26,2,0,0,0,0,97,0,7
525,Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,20,2002,4.3,71,65,5,0,2,0,3,0,0,0,0,0,55,1,4
526,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,27,1995,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
527,Boubacar Traoré,ml MLI,MF,Wolves,21,2001,9.1,455,444,10,4,0,2,6,5,0,0,0,0,383,1,7
528,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4.0,118,76,42,16,0,0,0,0,0,0,0,0,67,0,0
529,Mike Trésor,be BEL,"FW,MF",Burnley,24,1999,4.7,180,156,24,3,0,0,32,2,19,5,11,0,120,0,9
530,Kieran Trippier,eng ENG,DF,Newcastle Utd,32,1990,24.8,2130,1705,418,109,1,12,212,197,112,42,38,8,1624,7,42
531,Leandro Trossard,be BEL,"FW,MF",Arsenal,28,1994,18.3,673,625,46,6,8,2,57,8,24,22,0,0,494,2,30
532,Auston Trusty,us USA,DF,Sheffield Utd,24,1998,28.6,920,842,76,7,0,0,5,68,0,0,0,0,701,2,11
533,Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,7.5,500,389,110,14,0,1,72,67,29,7,22,0,383,1,10
534,Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17.0,578,373,199,63,0,0,0,0,0,0,0,0,398,6,2
535,Destiny Udogie,it ITA,DF,Tottenham,20,2002,26.6,1440,1212,225,24,0,0,22,201,0,0,0,0,1235,3,42
536,Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,3.3,183,183,0,0,0,1,0,0,0,0,0,0,155,0,2
537,Enes Ünal,tr TUR,"FW,MF",Bournemouth,26,1997,3.6,75,68,7,1,0,0,3,0,0,0,0,0,55,0,5
538,Virgil van Dijk,nl NED,DF,Liverpool,32,1991,35.3,2887,2712,173,80,0,21,0,13,0,0,0,0,2640,2,6
539,Raphaël Varane,fr FRA,DF,Manchester Utd,30,1993,15.3,781,708,69,24,1,0,0,3,0,0,0,0,694,4,4
540,Alejo Véliz,ar ARG,FW,Tottenham,19,2003,0.6,10,8,2,0,0,0,0,0,0,0,0,0,5,0,0
541,Joël Veltman,nl NED,DF,Brighton,31,1992,17.6,906,786,118,35,2,0,11,83,0,0,0,0,758,2,16
542,Micky van de Ven,nl NED,DF,Tottenham,22,2001,26.0,1810,1707,100,48,0,1,3,21,0,0,0,0,1698,3,5
543,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21.0,862,771,90,17,0,0,0,1,0,0,0,0,753,1,1
544,Guglielmo Vicario,it ITA,GK,Tottenham,26,1996,38.0,1569,1272,292,91,0,0,0,0,0,0,0,0,1335,5,1
545,Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,3.3,150,137,12,3,3,2,15,0,8,3,0,0,122,1,1
546,Carlos Vinícius,br BRA,FW,Fulham,28,1995,3.5,62,61,1,0,0,0,1,0,0,0,0,0,46,0,1
547,Vitinho,br BRA,"DF,MF",Burnley,24,1999,25.7,994,804,186,8,4,1,56,178,0,0,0,0,715,4,28
548,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29,1994,5.0,176,119,55,11,0,0,0,0,0,0,0,0,141,2,0
549,Kyle Walker,eng ENG,DF,Manchester City,33,1990,30.7,2404,2162,241,33,6,20,59,208,0,0,0,0,2128,1,31
550,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25,1997,19.8,986,839,145,7,0,1,14,138,0,0,0,0,823,2,27
551,Joel Ward,eng ENG,DF,Crystal Palace,33,1989,22.0,944,804,139,21,1,3,22,118,0,0,0,0,715,1,21
552,James Ward-Prowse,eng ENG,MF,West Ham,28,1994,33.3,1672,1422,242,80,2,16,189,3,119,64,53,0,1386,8,19
553,Lewis Warrington,eng ENG,FW,Everton,20,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
554,Deivid Washington,br BRA,"DF,FW",Chelsea,18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
555,Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,35.7,609,586,21,1,5,1,13,4,0,0,0,0,459,2,17
556,Adam Webster,eng ENG,DF,Brighton,28,1995,12.7,1096,1063,31,23,1,4,1,7,0,0,0,0,997,2,2
557,Danny Welbeck,eng ENG,"FW,MF",Brighton,32,1990,18.8,515,490,21,1,4,1,3,2,0,0,0,0,423,4,22
558,Timo Werner,de GER,FW,Tottenham,27,1996,9.0,366,349,16,2,2,0,28,14,0,0,0,0,281,1,16
559,Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,14.4,596,553,34,13,3,2,25,0,15,7,4,0,464,9,11
560,Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Ben White,eng ENG,DF,Arsenal,25,1997,33.2,2177,1922,251,46,5,11,57,205,0,0,0,0,1828,4,21
562,Joe White,eng ENG,MF,Newcastle Utd,20,2002,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1
563,Neco Williams,wls WAL,DF,Nott'ham Forest,22,2001,18.2,785,642,138,18,0,2,68,115,4,0,4,0,519,5,34
564,Willian,br BRA,FW,Fulham,34,1988,22.8,1145,1081,59,17,8,14,75,6,36,11,14,0,932,5,20
565,Joe Willock,eng ENG,MF,Newcastle Utd,23,1999,4.7,164,158,5,1,1,2,6,4,0,0,0,0,136,1,3
566,Callum Wilson,eng ENG,FW,Newcastle Utd,31,1992,11.0,163,152,11,0,2,2,3,2,0,0,0,0,105,0,17
567,Harry Wilson,wls WAL,FW,Fulham,26,1997,18.0,632,591,38,13,3,9,42,5,19,7,6,0,478,3,21
568,Yoane Wissa,cd COD,FW,Brentford,26,1996,27.7,462,444,17,1,3,3,21,0,2,0,0,0,327,1,19
569,Chris Wood,nz NZL,FW,Nott'ham Forest,31,1991,20.1,433,428,5,0,1,1,2,0,0,0,0,0,278,0,12
570,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,28,1994,4.7,152,145,6,0,0,0,10,2,3,0,2,0,110,1,7
571,Joe Worrall,eng ENG,DF,Nott'ham Forest,26,1997,4.9,164,157,7,4,0,1,0,3,0,0,0,0,138,0,1
572,Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,7.6,298,296,2,0,0,1,14,2,0,0,0,0,221,0,11
573,Ryan Yates,eng ENG,MF,Nott'ham Forest,25,1997,22.1,827,749,75,26,2,0,6,2,0,0,0,0,658,3,23
574,Ashley Young,eng ENG,"DF,MF",Everton,38,1985,25.3,1052,831,212,25,2,1,100,168,19,10,7,1,723,9,29
575,Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37.0,1805,1755,49,42,2,10,1,1,0,0,0,0,1471,1,11
576,Nicolò Zaniolo,it ITA,"FW,MF",Aston Villa,24,1999,9.3,228,225,2,0,0,2,18,1,0,0,0,0,150,1,23
577,Anass Zaroury,ma MAR,"FW,MF",Burnley,22,2000,1.7,70,65,5,0,0,0,11,0,4,2,2,0,43,0,4
578,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26,1996,19.1,1568,1395,165,46,11,5,30,119,0,0,0,0,1374,8,14
579,Kurt Zouma,fr FRA,DF,West Ham,28,1994,31.5,1148,1096,50,39,1,28,0,3,0,0,0,0,962,2,10
580,Martin Ødegaard,no NOR,MF,Arsenal,24,1998,34.3,2006,1887,103,55,39,3,77,13,26,21,1,0,1692,16,38
